Unnamed: 0,0,1,2,3,4,5,6,7
0,"POCO C51 (Royal Blue, 64 GB)","4.147,216 Ratings & 2,450 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹6,499₹9,99935% offFree delivery by TodayBank Offer"
1,"POCO C51 (Power Black, 64 GB)","4.147,216 Ratings & 2,450 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹6,499₹9,99935% offFree delivery by TodayBank Offer"
2,"POCO C50 (Royal Blue, 32 GB)","4.250,720 Ratings & 2,400 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹5,499₹8,99938% offFree delivery by TodayBank Offer"
3,"vivo T2x 5G (Marine Blue, 128 GB)","4.499,535 Ratings & 5,526 Reviews",6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹13,999₹18,99926% offFree delivery by TodayBank Offer"
4,"vivo T2x 5G (Glimmer Black, 128 GB)","4.499,535 Ratings & 5,526 Reviews",6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹13,999₹18,99926% offFree delivery by TodayBank Offer"
5,"vivo T2x 5G (Glimmer Black, 128 GB)","4.455,643 Ratings & 2,941 Reviews",4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹12,999₹17,99927% offFree delivery by TodayBank Offer"
6,"vivo T2x 5G (Aurora Gold, 128 GB)","4.455,643 Ratings & 2,941 Reviews",4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹12,999₹17,99927% offFree delivery by TodayBank Offer"
7,"Infinix SMART 7 (Azure Blue, 64 GB)","4.357,868 Ratings & 2,828 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,999₹9,99930% offFree delivery by TodayNo Cost EMI from ₹1,167/monthBank Offer"
8,"Infinix SMART 7 (Emerald Green, 128 GB)","4.357,868 Ratings & 2,828 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,799₹10,99929% offFree delivery by TodayBank Offer"
9,"Infinix SMART 7 (Emerald Green, 64 GB)","4.357,868 Ratings & 2,828 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,999₹9,99930% offFree delivery by TodayNo Cost EMI from ₹1,167/monthBank Offer"
10,"POCO C55 (Cool Blue, 128 GB)","4.233,785 Ratings & 1,903 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,999₹13,99935% off"
11,"vivo T2x 5G (Aurora Gold, 128 GB)","4.499,535 Ratings & 5,526 Reviews",6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹13,999₹18,99926% offFree delivery by TodayBank Offer"
12,"Infinix SMART 7 (Azure Blue, 128 GB)","4.357,868 Ratings & 2,828 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,799₹10,99929% offFree delivery by TodayBank Offer"
13,"Infinix SMART 7 (Night Black, 64 GB)","4.357,868 Ratings & 2,828 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,999₹9,99930% offFree delivery by TodayBank Offer"
14,"POCO C55 (Forest Green, 128 GB)","4.233,785 Ratings & 1,903 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,999₹13,99935% offFree delivery by TodayBank Offer"
15,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","4.494,153 Ratings & 6,557 Reviews",6 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera | 16MP Front Camera,5000 mAh Battery,,"₹17,934₹19,99910% offFree delivery by TodayNo Cost EMI from ₹2,989/monthBank Offer"
16,"POCO C55 (Power Black, 128 GB)","4.233,785 Ratings & 1,903 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,999₹13,99935% offFree delivery by TodayBank Offer"
17,"REDMI 11 Prime (Peppy Purple, 64 GB)","4.34,914 Ratings & 237 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,999₹14,99940% offFree delivery by TodayBank Offer"
18,"MOTOROLA e32 (Arctic Blue, 64 GB)","3.913,159 Ratings & 1,069 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,999₹11,99933% offFree delivery by TodayBank Offer"
19,"POCO C55 (Forest Green, 64 GB)","4.246,158 Ratings & 2,688 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹7,499₹11,99937% offFree delivery by TodayBank Offer"
20,"MOTOROLA G32 (Mineral Gray, 128 GB)","4.142,361 Ratings & 3,656 Reviews",8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹11,999₹18,99936% offFree delivery by TodayNo Cost EMI from ₹2,000/monthBank Offer"
21,"POCO C55 (Cool Blue, 64 GB)","4.246,158 Ratings & 2,688 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹7,499₹11,99937% offFree delivery by TodayBank Offer"
22,"MOTOROLA e13 (Aurora Green, 64 GB)","442,122 Ratings & 3,441 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,299₹10,99933% offFree delivery by TodayNo Cost EMI from ₹1,217/monthBank Offer"
23,"Infinix SMART 7 (Night Black, 128 GB)","4.357,868 Ratings & 2,828 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,799₹10,99929% offFree delivery by TodayBank Offer"
0,"MOTOROLA G62 5G (Frosted Blue, 128 GB)","4.142,973 Ratings & 3,779 Reviews",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹14,999₹21,99931% offFree delivery by TodayBank Offer"
1,"Infinix HOT 30i (Marigold, 128 GB)","4.361,255 Ratings & 3,578 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹9,039₹11,99924% offFree delivery by TodayBank Offer"
2,"Infinix HOT 30i (Diamond White, 128 GB)","4.361,255 Ratings & 3,578 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹9,039₹11,99924% offFree delivery by TodayBank Offer"
3,"Infinix HOT 30i (Diamond White, 64 GB)","4.313,482 Ratings & 748 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹8,199₹9,99918% offFree delivery by TodayBank Offer"
4,"Infinix HOT 30i (Marigold, 64 GB)","4.313,482 Ratings & 748 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹8,199₹9,99918% offFree delivery by TodayBank Offer"
5,"MOTOROLA e13 (Creamy White, 64 GB)","442,122 Ratings & 3,441 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,299₹10,99933% offFree delivery by TodayBank Offer"
6,"MOTOROLA e13 (Cosmic Black, 64 GB)","442,122 Ratings & 3,441 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,299₹10,99933% offFree delivery by TodayBank Offer"
7,"Infinix HOT 30i (Glacier Blue, 64 GB)","4.313,482 Ratings & 748 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹8,199₹9,99918% offFree delivery by TodayNo Cost EMI from ₹1,367/monthBank Offer"
8,"POCO C55 (Power Black, 64 GB)","4.246,158 Ratings & 2,688 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹7,499₹11,99937% offFree delivery by TodayBank Offer"
9,"MOTOROLA G62 5G (Midnight Gray, 128 GB)","4.142,973 Ratings & 3,779 Reviews",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹14,999₹21,99931% offFree delivery by TodayBank Offer"
10,"MOTOROLA g13 (Lavender Blue, 128 GB)","440,188 Ratings & 3,684 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹9,999₹13,99928% offFree delivery by TodayBank Offer"
11,"Infinix HOT 30i (Mirror Black, 128 GB)","4.361,255 Ratings & 3,578 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹9,039₹11,99924% offFree delivery by TodayBank Offer"
12,"Infinix HOT 30i (Glacier Blue, 128 GB)","4.361,255 Ratings & 3,578 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹9,039₹11,99924% offFree delivery by TodayBank Offer"
13,"Infinix HOT 30i (Mirror Black, 64 GB)","4.313,482 Ratings & 748 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹8,199₹9,99918% offFree delivery by TodayBank Offer"
14,"MOTOROLA G32 (Satin Silver, 128 GB)","4.142,361 Ratings & 3,656 Reviews",8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹11,999₹18,99936% offFree delivery by TodayBank Offer"
15,"Infinix Smart 7 HD (Green Apple, 64 GB)","4.317,877 Ratings & 811 Reviews",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,199₹7,99922% offFree delivery by TodayBank Offer"
16,"Infinix Smart 7 HD (Ink Black, 64 GB)","4.317,877 Ratings & 811 Reviews",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,199₹7,99922% offFree delivery by TodayBank Offer"
17,"Infinix Smart 7 HD (Silk Blue, 64 GB)","4.317,877 Ratings & 811 Reviews",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,199₹7,99922% off"
18,"Infinix Smart 7 HD (Jade White, 64 GB)","4.317,877 Ratings & 811 Reviews",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,199₹7,99922% offFree delivery by TodayBank Offer"
19,"POCO C50 (Country Green, 32 GB)","4.250,720 Ratings & 2,400 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹5,499₹8,99938% offFree delivery by TodayBank Offer"
20,"realme C53 (Champion Gold, 64 GB)","4.512,644 Ratings & 575 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹12,99915% off"
21,"POCO M5 (Icy Blue, 64 GB)","4.116,887 Ratings & 1,424 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"1 Year for Handset, 6 Months for Accessories","₹8,499₹15,99946% offFree delivery by TodayBank Offer"
22,"realme C53 (Champion Black, 64 GB)","4.512,644 Ratings & 575 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹12,99915% offFree delivery by TodayBank Offer"
23,"MOTOROLA e32 (Eco Black, 64 GB)","3.913,159 Ratings & 1,069 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,999₹11,99933% offFree delivery by TodayBank Offer"
0,"realme C53 (Champion Gold, 128 GB)","4.22,548 Ratings & 229 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,999₹11,99916% offFree delivery by TodayBank Offer"
1,"Infinix SMART 7 (Night Black, 128 GB)","4.357,868 Ratings & 2,828 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹7,799₹10,99929% offFree delivery by TodayBank Offer"
2,Nokia 105 TA-1473 SS,"4.128,244 Ratings & 1,722 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,"₹1,299₹1,59918% offFree delivery by TodayHot DealBank Offer"
3,"POCO M5 (Power Black, 64 GB)","4.116,887 Ratings & 1,424 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"1 Year for Handset, 6 Months for Accessories","₹8,499₹15,99946% offFree delivery by TodayBank Offer"
4,"REDMI 12 (Jade Black, 128 GB)","4.44,390 Ratings & 315 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹9,999₹14,99933% off"
5,"MOTOROLA G62 5G (Midnight Gray, 128 GB)","4.121,196 Ratings & 1,864 Reviews",8 GB RAM | 128 GB ROM,41.94 cm (16.51 cm) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹15,999₹24,99936% offFree delivery by TodayBank Offer"
6,"MOTOROLA G62 5G (Frosted Blue, 128 GB)","4.121,196 Ratings & 1,864 Reviews",8 GB RAM | 128 GB ROM,41.94 cm (16.51 cm) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹15,999₹24,99936% offFree delivery by TodayBank Offer"
7,"REDMI 11 Prime (Flashy Black, 128 GB)","4.49,151 Ratings & 450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹16,99935% offFree delivery by TodayBank Offer"
8,"SAMSUNG Galaxy M04 (Dark Blue, 64 GB)","4.14,719 Ratings & 285 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹8,072₹11,99932% offFree delivery by TodayNo Cost EMI from ₹1,346/monthBank Offer"
9,"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","4.22,320 Ratings & 166 Reviews",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹15,015₹18,99020% offFree delivery by TodayNo Cost EMI from ₹2,503/monthBank Offer"
10,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","4.31,65,251 Ratings & 9,457 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,1 Year Warranty Provided By the Manufacturer from Date of Purchase,"₹10,999₹14,99926% off"
11,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)","4.31,65,251 Ratings & 9,457 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,1 Year Warranty Provided By the Manufacturer from Date of Purchase,"₹10,999₹14,99926% off"
12,Nokia 105,"42,134 Ratings & 157 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1000 mAh Battery,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,"₹1,549₹1,5993% offFree delivery by TodayBank Offer"
13,Nokia 105,"42,134 Ratings & 157 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1000 mAh Battery,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,"₹1,299₹1,59918% offFree delivery by TodayBank Offer"
14,Nokia 105,"42,134 Ratings & 157 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1000 mAh Battery,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,"₹1,299₹1,59918% offFree delivery by TodayBank Offer"
15,"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)","4.237,930 Ratings & 2,147 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium-Ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹8,499₹11,49926% off"
16,LAVA A1 Josh with BOL,4196 Ratings & 20 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,1000 mAh Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,,"₹1,039₹1,39925% offFree delivery by TodayBank Offer"
17,"realme C55 (Rainforest, 128 GB)","4.421,770 Ratings & 1,217 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,999₹15,99912% offFree delivery by TodayDaily SaverBank Offer"
18,Nokia 105 ss,"4.380,183 Ratings & 7,342 Reviews",4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,800 mAh Battery,1 Year Manufacturer Warranty,,"₹1,549₹1,5993% offFree delivery by TodayBank Offer"
19,"realme C55 (Rainforest, 64 GB)","4.313,100 Ratings & 851 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,999₹13,99914% offFree delivery by TodayDaily SaverBank Offer"
20,Micromax J22,"3.92,516 Ratings & 149 Reviews",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1000 mAh Battery,1 Year Manufacturer warranty,,"₹1,067₹1,59933% offFree delivery by TodayBank Offer"
21,"REDMI A1+ (Black, 32 GB)","4.29,704 Ratings & 398 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹6,299₹9,99937% offFree delivery by TodayBank Offer"
22,"realme C55 (Rainforest, 64 GB)","4.468,511 Ratings & 3,922 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹12,99915% offFree delivery by TodayBank Offer"
23,"realme C53 (Champion Black, 128 GB)","4.22,548 Ratings & 229 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,999₹11,99916% offFree delivery by TodayBank Offer"
0,Micromax X512,"41,301 Ratings & 85 Reviews",30 MB RAM | 24 MB ROM,4.5 cm (1.77 inch) Display,1750 mAh Battery,1 Year Warranty,,"₹997₹1,79944% offFree delivery by TodayBank Offer"
1,"REDMI 11 Prime (Peppy Purple, 128 GB)","4.49,151 Ratings & 450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹16,99935% offFree delivery by TodayBank Offer"
2,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","4.229,399 Ratings & 2,272 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹14,990₹18,49018% offFree delivery by TodayNo Cost EMI from ₹1,666/monthBank Offer"
