Unnamed: 0,0,1,2,3,4,5,6,7
3,"POCO M5 (Yellow, 64 GB)","4.116,887 Ratings & 1,424 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"1 Year for Handset, 6 Months for Accessories","₹8,499₹15,99946% offFree delivery by TodayBank Offer"
4,Micromax J22,"3.92,516 Ratings & 149 Reviews",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1000 mAh Battery,1 Year Manufacturer warranty,,"₹1,137₹1,59928% offFree delivery by TodayBank Offer"
5,"MOTOROLA e13 (Cosmic Black, 64 GB)","44,490 Ratings & 392 Reviews",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹6,499₹9,99935% offFree delivery by TodayBank Offer"
6,"Infinix HOT 20 Play (Aurora Green, 64 GB)","4.429,072 Ratings & 1,478 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹7,999₹11,99933% off"
7,"MOTOROLA g73 5G (Midnight Blue, 128 GB)","423,948 Ratings & 2,888 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹16,999₹21,99922% offFree delivery by TodayBank Offer"
8,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","4.31,65,251 Ratings & 9,457 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,1 Year Warranty Provided By the Manufacturer from Date of Purchase,"₹10,999₹14,99926% off"
9,"POCO M5 (Power Black, 128 GB)","4.26,724 Ratings & 442 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"1 Year for Handset, 6 Months for Accessories","₹10,499₹18,99944% offFree delivery by TodayBank Offer"
10,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)","4.429,072 Ratings & 1,478 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹7,999₹11,99933% offFree delivery by TodayBank Offer"
11,"POCO X5 5G (Jaguar Black, 128 GB)","4.216,671 Ratings & 1,273 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹15,999₹20,99923% offFree delivery by TodayNo Cost EMI from ₹2,667/monthBank Offer"
12,"realme C55 (Sunshower, 64 GB)","4.468,511 Ratings & 3,922 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹12,99915% offFree delivery by TodayBank Offer"
13,"realme C55 (Sunshower, 128 GB)","4.421,770 Ratings & 1,217 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,999₹15,99912% off"
14,"realme C55 (Rainy Night, 64 GB)","4.468,511 Ratings & 3,922 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹12,99915% offFree delivery by TodayBank Offer"
15,"POCO M5 (Icy Blue, 128 GB)","4.26,724 Ratings & 442 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"1 Year for Handset, 6 Months for Accessories","₹10,499₹18,99944% offFree delivery by TodayBank Offer"
16,"MOTOROLA G32 (Rose Gold, 128 GB)","4.142,361 Ratings & 3,656 Reviews",8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹11,999₹18,99936% offFree delivery by TodayBank Offer"
17,"realme C55 (Rainy Night, 128 GB)","4.421,770 Ratings & 1,217 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,999₹15,99912% offFree delivery by TodayDaily SaverBank Offer"
18,"realme C30 (Denim Black, 32 GB)","4.21,07,613 Ratings & 5,706 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹5,999₹8,49929% offFree delivery by TodayBank Offer"
19,"Infinix HOT 20 Play (Luna Blue, 64 GB)","4.429,072 Ratings & 1,478 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹7,999₹11,99933% off"
20,"Infinix Note 30 5G (Sunset Gold, 128 GB)","4.11,611 Ratings & 185 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD+ Display,108 MP + 2 MP+ AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹14,999₹17,99916% offFree delivery by TodayBank Offer"
21,"realme 10 (Rush Black, 128 GB)","4.37,800 Ratings & 551 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹14,999₹19,99925% offFree delivery by TodayNo Cost EMI from ₹2,500/monthBank Offer"
22,GFive U220i,3.3816 Ratings & 76 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,₹699₹99930% offFree delivery by TodayBank Offer
23,"realme 10 (Clash White, 128 GB)","4.37,800 Ratings & 551 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹14,999₹19,99925% offFree delivery by TodayNo Cost EMI from ₹2,500/monthBank Offer"
0,"realme 10 (Rush Black, 64 GB)","4.217,953 Ratings & 1,428 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹11,499₹15,99928% offFree delivery by TodayUpto ₹10,900 Off on ExchangeNo Cost EMI from ₹1,917/month"
1,"POCO C50 (Royal Blue, 32 GB)","417,413 Ratings & 1,098 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,299₹9,99937% offFree delivery by TodayUpto ₹5,750 Off on ExchangeBank Offer"
2,"REDMI 11 Prime (Playful Green, 128 GB)","4.49,151 Ratings & 450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹16,99935% offFree delivery by TodayUpto ₹10,300 Off on ExchangeBank Offer"
3,"realme C30 (Denim Black, 32 GB)","4.163,219 Ratings & 3,807 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹6,499₹9,29930% offFree delivery by TodayUpto ₹5,950 Off on ExchangeBank Offer"
4,"realme C55 (Rainy Night, 64 GB)","4.313,184 Ratings & 857 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,999₹13,99914% offFree delivery by TodayDaily SaverUpto ₹11,350 Off on Exchange"
5,"realme C55 (Sunshower, 64 GB)","4.313,184 Ratings & 857 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,999₹13,99914% offFree delivery by TodayDaily SaverUpto ₹11,350 Off on Exchange"
6,"realme C30 (Lake Blue, 32 GB)","4.163,219 Ratings & 3,807 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹6,499₹9,29930% offFree delivery by TodayUpto ₹5,950 Off on ExchangeBank Offer"
7,"SAMSUNG Galaxy M04 (Light Green, 64 GB)","4.14,719 Ratings & 285 Reviews",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹8,096₹11,99932% offFree delivery by TodayNo Cost EMI from ₹1,350/monthBank Offer"
8,"vivo T2 5G (Nitro Blaze, 128 GB)","4.48,363 Ratings & 572 Reviews",8 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹20,999₹24,99916% offFree delivery by TodayUpto ₹20,250 Off on ExchangeBank Offer"
9,"vivo T2 5G (Velocity Wave, 128 GB)","4.444,129 Ratings & 2,748 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹18,999₹23,99920% offFree delivery by TodayUpto ₹18,400 Off on ExchangeBank Offer"
10,"vivo T2 5G (Nitro Blaze, 128 GB)","4.444,129 Ratings & 2,748 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹18,999₹23,99920% offFree delivery by TodayUpto ₹18,400 Off on ExchangeBank Offer"
11,GFive U873,"3.510,734 Ratings & 947 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,₹725₹99927% offFree delivery by TodayBank Offer
12,"POCO C50 (Country Green, 32 GB)","417,413 Ratings & 1,098 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,299₹9,99937% offFree delivery by TodayUpto ₹5,750 Off on ExchangeBank Offer"
13,GFive U220i,3.3816 Ratings & 76 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,₹699₹99930% offFree delivery by TodayBank Offer
14,"realme C30 (Bamboo Green, 32 GB)","4.163,219 Ratings & 3,807 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹6,499₹9,29930% offFree delivery by TodayUpto ₹5,950 Off on ExchangeBank Offer"
15,"vivo T2 5G (Velocity Wave, 128 GB)","4.48,363 Ratings & 572 Reviews",8 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹20,999₹24,99916% offFree delivery by TodayUpto ₹20,250 Off on ExchangeBank Offer"
16,"POCO M6 Pro 5G (Power Black, 64 GB)",4.5612 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹14,99926% off"
17,"Infinix HOT 20 Play (Racing Black, 64 GB)","4.429,072 Ratings & 1,478 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹7,999₹11,99933% off"
18,GFive U873,"3.510,734 Ratings & 947 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,₹725₹99927% offFree delivery by TodayBank Offer
19,Micromax X512,3.9194 Ratings & 7 Reviews,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,,"₹1,099₹1,79938% offFree delivery by TodayBank Offer"
20,"realme 10 (Clash White, 64 GB)","4.217,953 Ratings & 1,428 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹11,499₹15,99928% offFree delivery by TodayUpto ₹10,900 Off on ExchangeNo Cost EMI from ₹1,917/month"
21,Micromax X512,"3.910,658 Ratings & 952 Reviews",56 MB RAM | 24 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,,"₹1,799"
22,itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"3.93,423 Ratings & 371 Reviews",64 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,"₹2,498₹3,19921% offFree delivery by TodayBank Offer"
23,"realme C30 (Lake Blue, 32 GB)","4.21,07,613 Ratings & 5,706 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹5,999₹8,49929% offFree delivery by TodayUpto ₹5,450 Off on ExchangeBank Offer"
0,"Google Pixel 6a (Chalk, 128 GB)","4.357,562 Ratings & 6,809 Reviews",6 GB RAM | 128 GB ROM,15.6 cm (6.14 inch) Full HD+ Display,12.2MP + 12MP | 8MP Front Camera,4410 mAh Battery,1 Year Brand Warranty,"₹26,999₹43,99938% off"
1,itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"41,467 Ratings & 127 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,1000 mAh Lithium Ion Battery,12+1 Month Warranty on Device and 6 Months on Accessories Including Battery,"₹905₹1,44937% offFree delivery by TodayDaily SaverBank Offer"
2,"realme 10 (Clash White, 64 GB)","4.217,953 Ratings & 1,428 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹11,499₹15,99928% offFree delivery by TodayNo Cost EMI from ₹1,917/monthBank Offer"
3,"MOTOROLA g14 (Steel Gray, 128 GB)",4.2492 Ratings & 55 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Immersive Stereo Speakers with Dolby Atmos,"₹9,999₹12,99923% off"
4,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","4.31,65,251 Ratings & 9,457 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,1 Year Warranty Provided By the Manufacturer from Date of Purchase,"₹11,999₹16,99929% off"
5,"MOTOROLA g72 (Meteorite Grey, 128 GB)","4.118,634 Ratings & 2,370 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.64 cm (6.55 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,1 Year on Handset and 6 Months on Accessories,"₹14,999₹21,99931% offFree delivery by TodayBank Offer"
6,itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"41,467 Ratings & 127 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,1000 mAh Lithium Ion Battery,12 Month Warranty on Device and 6 Months on Accessories Including Battery,"₹905₹1,44937% offFree delivery by TodayDaily SaverBank Offer"
7,"APPLE iPhone 14 (Midnight, 128 GB)","4.645,294 Ratings & 1,720 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",,"₹68,999₹79,90013% offFree delivery by TodayDaily SaverBank Offer"
8,"realme 10 Pro 5G (Dark Matter, 128 GB)","4.327,837 Ratings & 2,023 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹19,999₹22,99913% off"
9,LAVA Hero 600i,"41,501 Ratings & 87 Reviews",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,620 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,"₹898₹1,19925% offFree delivery by TodayBank Offer"
10,"Infinix Note 30 5G (Sunset Gold, 256 GB)","4.211,446 Ratings & 1,637 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD+ Display,108 MP + 2 MP+ AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹15,999₹19,99920% off"
11,"POCO X5 5G (Supernova Green, 128 GB)","4.216,671 Ratings & 1,273 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹15,999₹20,99923% offFree delivery by TodayNo Cost EMI from ₹2,667/monthBank Offer"
12,"REDMI 12 (Pastel Blue, 128 GB)","4.44,390 Ratings & 315 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹9,999₹14,99933% off"
13,"Infinix HOT 20 5G (Space Blue, 64 GB)","4.214,888 Ratings & 1,159 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹11,499₹17,99936% offFree delivery by TodayNo Cost EMI from ₹1,917/monthBank Offer"
14,"Infinix HOT 20 5G (Blaster Green, 64 GB)","4.214,888 Ratings & 1,159 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹11,499₹17,99936% offFree delivery by TodayBank Offer"
15,Snexian GURU 310,"3.321,177 Ratings & 1,684 Reviews",32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) NA Display,1.3MP Rear Camera,800 mAh Battery,,₹699₹99930% offFree deliveryBank Offer
16,"REDMI A2 (Aqua Blue, 64 GB)","4.11,531 Ratings & 86 Reviews",4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) Display,8MP Rear Camera,5000 mAh Battery,,"₹7,384₹10,99932% offFree delivery by TodayNo Cost EMI from ₹1,231/monthBank Offer"
17,"REDMI A2 (Classic Black, 64 GB)","4.11,531 Ratings & 86 Reviews",4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) Display,8MP Rear Camera,5000 mAh Battery,,"₹7,214₹10,99934% offFree delivery by TodayNo Cost EMI from ₹1,203/monthBank Offer"
18,"POCO M4 Pro (Cool Blue, 128 GB)","4.224,350 Ratings & 1,897 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"One Year for Handset, 6 Months for Accessories","₹13,999₹21,99936% offFree delivery by TodayBank Offer"
